0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
A 0
B 0
C 0
D 0
E 0
F 0
H 0
I 0
J 0
K 0
L 0
M 0
N 0
O 0
P 0
R 0
S 0
T 0
U 0
V 0
X 0
Y 0
Z 0
